Date of Launch,"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments
2023-01-03,AAC AIS-Sat1 (Kelpie 1),AAC AIS-Sat1Ê(Kelpie 1),United Kingdom,United Kingdom,AAC Clyde Space,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,SUN-SYNCHRONOUS,0.0,637.0,654.0,0.00151,98.0,95.0,4.0, 4 ,,2023-01-03,,AAC Clyde Space,Sweden/UK/USA/Netherlands,Cape Canaveral,Falcon 9,2023-001DC,55107.0,Provide AIS information to Orbcomm.
2023-01-03,Lemur-2 Emmaculate (Lemur FM164),Lemur FM164,Luxembourg,Luxembourg,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.6,10.0,,,2023-01-03,,Spire Global,USA,Cape Canaveral,Falcon 9,2023-001AE,55037.0,
2023-01-03,uSat-35 (Williamina),t-35,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,521.0,537.0,0.00116,97.5,95.1,42.0,,,2023-01-03,3.0,Satellogic,Argentina,Cape Canaveral,Falcon 9,2023-001AR,55048.0,
2023-01-03,uSat-33 (Albania-2),t-33,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,521.0,537.0,0.00116,97.5,95.1,42.0,,,2023-01-03,3.0,Satellogic,Argentina,Cape Canaveral,Falcon 9,2023-001AQ,55047.0,Collaboration with Albania and dedicated usage of satellite by Albania.
2023-01-03,BRO-8,BRO-8,France,France,UnseenLabs,Commercial,Earth Observation,Maritime Surveillance,LEO,SUN-SYNCHRONOUS,0.0,520.0,533.0,0.000943,97.5,95.0,10.0,10,,2023-01-03,,Gom Space ApS,Denmark,Cape Canaveral,Falcon 9,2023-001C,55011.0,
2023-01-03,KSF3-D,KSF3-D,Luxembourg,Luxembourg,Kleos Space,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,513.0,536.0,,97.5,95.4,10.0,10,,2023-01-03,,Kleos Space,Luxembourg,Cape Canaveral,Falcon 9,2023-001CE,55085.0,
2023-01-03,Sternula-1,Sternula-1,Denmark,Denmark,Sternula,Commercial,Earth Observation,Automatic Identification System (AIS),LEO,SUN-SYNCHRONOUS,0.0,506.0,521.0,0.00109,97.5,94.8,10.0, 10 ,,2023-01-03,, Sternula/GateHouse SatCom/Space Inventor/Aalborg University/Satlab,Denmark,Cape Canaveral,Falcon 9,20230001AM,55044.0,"First AIS for Denmark, Port of Aalborg."
2023-01-03,Menut,Menut,NR,Spain,Open Cosmos,Commercial,Earth Observation,Optical/Infrared Imaging,LEO,SUN-SYNCHRONOUS,0.0,525.0,538.0,0.000942,97.5,94.7,10.0, 10 ,,2023-01-03,,Open Cosmos,Spain,Cape Canaveral,Falcon 9,2023-001B,55010.0,"Part of Open Constellation, a shared project"
2023-01-03,KSF3-C,KSF3-C,Luxembourg,Luxembourg,Kleos Space,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,505.0,517.0,,97.5,95.4,10.0,10,,2023-01-03,,Kleos Space,Luxembourg,Cape Canaveral,Falcon 9,2023-001K,55018.0,
2023-01-03,KSF3-B,KSF3-B,Luxembourg,Luxembourg,Kleos Space,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,505.0,517.0,,97.5,95.4,10.0,10,,2023-01-03,,Kleos Space,Luxembourg,Cape Canaveral,Falcon 9,2023-001L,55019.0,
2023-01-03,KSF3-A,KSF3-A,Luxembourg,Luxembourg,Kleos Space,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,513.0,535.0,,97.5,95.4,10.0,10,,2023-01-03,,Kleos Space,Luxembourg,Cape Canaveral,Falcon 9,2023-001CF,55086.0,
2023-01-03,Lemur-2 Disclaimer (Lemur FM165),Lemur FM165,Luxembourg,Luxembourg,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,524.0,538.0,0.00101,97.5,94.6,10.0,,,2023-01-03,,Spire Global,USA,Cape Canaveral,Falcon 9,2023-001F,55014.0,
2023-01-03,ICEYE-X27,ICEYE-X27,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,521.0,537.0,0.00116,97.5,95.2,80.0, 80 ,,2023-01-03,,ICEYE Ltd.,Finland,Cape Canaveral,Falcon 9,2023-001BF,55062.0,
2023-01-03,ICEYE-X21 ,ICEYE-X21,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,521.0,537.0,0.00116,97.5,95.2,80.0, 80 ,,2023-01-03,,ICEYE Ltd.,Finland,Cape Canaveral,Falcon 9,29230991AS,55049.0,
2023-01-03,Huygens (MilSpace 2-2),Huygens,NR (9/23),Norway,Norwegian Defence Research Establishment (FFI)/,Military,Earth Observation,Radar Surveillance,LEO,SUN-SYNCHRONOUS,0.0,516.0,536.0,0.00145,97.5,95.4,10.0, 10 ,,2023-01-03,,"Norwegian Defence Research Establishment (FFI)/Netherlands NLR, TNO)",Norway/Netherlands,Cape Canaveral,Falcon 9,2023-001CN,55093.0,Joint venture between Norway and the Netherlands. Detection of radar.
2023-01-03,uSat-34 (Amelia Earhart),t-34,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,521.0,537.0,0.00116,97.5,95.1,42.0,,,2023-01-03,3.0,Satellogic,Argentina,Cape Canaveral,Falcon 9,2023-001AN,55045.0,
2023-01-03,Lemur-2 PhilAri  (Lemur FM166),Lemur FM166,Luxembourg,Luxembourg,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,525.0,537.0,0.000869,97.5,94.6,10.0,,,2023-01-03,,Spire Global,USA,Cape Canaveral,Falcon 9,2023-001E,55013.0,
2023-01-03,Dove 4y-20 (0 Flock 4y-20 24ca),Dove 4y-20,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,523.0,537.0,0.00101,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BG,55063.0,
2023-01-03,Dove 4y-11 (0 Flock 4y-11 24a7),Dove 4y-11,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,523.0,537.0,0.00101,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001AL,55043.0,
2023-01-03,Dove 4y-6 (0 Flock 4y-6 24af),Dove 4-y6,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,518.0,537.0,0.00138,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BK,55066.0,
2023-01-03,Dove 4y-7 (0 Flock 4y7 2417),Dove 4y-7,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,522.0,537.0,0.00109,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001Z,55032.0,
2023-01-03,Dove 4y-8 (0 Flock 4y-8 24ab),Dove 4y-8,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BQ,55071.0,
2023-01-03,Dove 4y-12 (0 Flock 4y-12 24cf) ,Dove 4y-12,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,522.0,537.0,0.00109,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BJ,55065.0,
2023-01-03,Dove 4y-13 (0 Flock 4y-13 24c7),Dove 4y-13,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,518.0,537.0,0.00138,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BY,55079.0,
2023-01-03,Dove 4y-22 (0 Flock 4y22 24c1),Dove 4y-22,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001P,55022.0,
2023-01-03,Dove 4y-14 (0 Flock 4y14 24b3),Dove 4y-14,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001R,55024.0,
2023-01-03,Dove 4y-15 (0 Flock 4y-15 24b3),Dove 4y-15,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BM,55068.0,
2023-01-03,Dove 4y-16 (0 Flock 4y-16 24c9),Dove 4y-16,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001AH,55040.0,
2023-01-03,Dove 4y-17 (0 Flock 4y17 24c2),Dove 4y-17,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,522.0,537.0,0.00109,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001Y,55031.0,
2023-01-03,Dove 4y-18 (0 Flock 4y18 24ce),Dove 4y-18,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,523.0,537.0,0.00101,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001Q,55023.0,
2023-01-03,Lemur-2 SteveAlbers (Lemur FM168),Lemur FM168,Luxembourg,Luxembourg,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.6,10.0,,,2023-01-03,,Spire Global,USA,Cape Canaveral,Falcon 9,2023-001J,55017.0,
2023-01-03,EOS Sat-1 (EOS Agrisat-1),EOS Sat-1,South Africa,USA,EOS Data Analytics,Commercial,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,520.0,537.0,0.00123,97.5,95.1,178.0, 178 ,,2023-01-03,,Dragonfly Aerospace,South Africa,Cape Canaveral,Falcon 9,2023-001AW,55053.0,Multi-spectral imaging for agricultural purposes.
2023-01-03,Dove 4y-19 (0 Flock 4y19 24a9),Dove 4y-19,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001T,55026.0,
2023-01-03,Dove 4y-21 (0 Flock 4y-21 24ba),Dove 4y-21,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,518.0,537.0,0.00138,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BW,55077.0,
2023-01-03,Dove 4y-2 (0 Flock 4y-2 24a1),Dove 4y-2,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BT,55074.0,
2023-01-03,Birkeland (MilSpace 2-1),Birkeland ,NR (9/23),Norway,Norwegian Defence Research Establishment (FFI)/,Military,Earth Observation,Radar Surveillance,LEO,SUN-SYNCHRONOUS,0.0,516.0,536.0,0.00145,97.5,95.4,10.0, 10 ,,2023-01-03,,"Norwegian Defence Research Establishment (FFI)/Netherlands NLR, TNO)",Norway/Netherlands,Cape Canaveral,Falcon 9,2023-001G,55015.0,Joint venture between Norway and the Netherlands. Detection of radar.
2023-01-03,Dove 4y-9 (0 Flock 4y-9 24a8),Dove 4y-9,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BN,55069.0,
2023-01-03,Lemur-2 Mmolo (Lemur FM167),Lemur FM167,Luxembourg,Luxembourg,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,516.0,537.0,0.00152,97.5,94.6,10.0,,,2023-01-03,,Spire Global,USA,Cape Canaveral,Falcon 9,2023-001AF,55038.0,
2023-01-03,Dove 4y-33 (0 Flock 4y-33 24bf),Dove 4y-33,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001AK,55042.0,
2023-01-03,Dove 4y-23 (0 Flock 4y-23 24bc),Dove 4y-23,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BZ,55080.0,
2023-01-03,Dove 4y-24 (0 Flock 4y24 24b9),Dove 4y-24,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001M,55020.0,
2023-01-03,Dove 4y-25 (0 Flock 4y25 24b2),Dove 4y-25,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001U,55027.0,
2023-01-03,Dove 4y-26 (0  Flock 4y-26 24c4),Dove 4y-26,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BP,55070.0,
2023-01-03,Dove 4y-27 (0 Flock 4y-27 24c8),Dove 4y-27,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,518.0,537.0,0.00138,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001CC,55083.0,
2023-01-03,Dove 4y-28 (0 Flock 4y28 24b1),Dove 4y-28,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,523.0,537.0,0.00101,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001AA,55033.0,
2023-01-03,Dove 4y-29 (0 Flock 4y29 24bb),Dove 4y-29,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,523.0,537.0,0.00101,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001X,55030.0,
2023-01-03,Dove 4y-3 (0 Flock 4y-3 242e),Dove 4y-3,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,518.0,537.0,0.00138,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001AC,55035.0,
2023-01-03,Dove 4y-30 (0 Flock 4y30 24C0),Dove 4y-30,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001S,55025.0,
2023-01-03,Dove 4y-10 (0 Flock 4y10 24c3),Dove 4y-10,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,536.0,0.00138,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001W,55029.0,
2023-01-03,Dove 4y-1 (0 Flock 4-y1 2415),Dove 4y-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,523.0,537.0,0.00101,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001AG,55039.0,
2023-01-03,Dove 4y-31 (0 Flock 4y-31 24be),Dove 4y-31,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BU,55075.0,
2023-01-03,Dove 4y-32 (0 Flock 4y32 24b6),Dove 4y-32,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001N,55021.0,
2023-01-03,Dove 4y-34 (0 Flock 4y-34 24cc),Dove 4y-34,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,524.0,537.0,0.000942,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001CB,55082.0,
2023-01-03,Dove 4y-35 (0 Flock 4y-35 24c5),Dove 4y-35,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,517.0,537.0,0.00145,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BA,55057.0,
2023-01-03,Dove 4y-36 (0 Flock 4y-36 24d0),Dove 4y-36,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,518.0,537.0,0.00138,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001BX,55078.0,
2023-01-03,Dove 4y-5 (0 Flock 4y5 24b4),Dove 4y-5,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,523.0,537.0,0.00101,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001V,55028.0,
2023-01-03,Dove 4y-4 (0 Flock 4y-4 24b0),Dove 4y-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,518.0,537.0,0.00138,97.5,94.7,6.0,,,2023-01-03,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2023-001AY,55055.0,
2022-10-21,MKA-1,Cosmos 2561,NR (12/22),Russia,Ministry of Defense,Military,Surveillance,,LEO,,0.0,407.0,419.0,0.000885,97.08,1436.0,500.0,,,2022-10-21,,Unknown,Russia,Plesetsk Cosmodrome,Soyuz 2.1v,2022-137A,54109.0,Unknown mission.
2022-10-21,MKA-1,Cosmos 2562,NR (12/22),Russia,Ministry of Defense,Military,Surveillance,,LEO,,0.0,406.0,419.0,0.000958,97.08,1436.0,500.0,,,2022-10-21,,Unknown,Russia,Plesetsk Cosmodrome,Soyuz 2.1v,2022-137B,54110.0,Unknown mission.
2022-10-14,Yaogan 36-2-2,Yaogan 36-2-2,NR (12/22),China,Chinese Ministry of National Defense,Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,484.0,497.0,0.000947,35.0,,300.0,,,2022-10-14,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2D,2022-132B,54043.0,
2022-10-14,Yaogan 36-2-1,Yaogan 36-2-1,NR (12/22),China,Chinese Ministry of National Defense,Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,486.0,498.0,0.000874,35.0,,300.0,,,2022-10-14,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2D,2022-133A,54042.0,
2022-10-14,Yaogan 36-2-3,Yaogan 36-2-3,NR (12/22),China,Chinese Ministry of National Defense,Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,487.0,498.0,0.000801,35.0,,300.0,,,2022-10-14,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2D,2022-132D,54045.0,
2022-10-12,Huanjing Jianzai 02-05 ,Huanjing Jianzai 02-05 ,NR (12/22),China,Ministry of Ecology and Environment/Ministry of Emergency Management,Government,Earth Observation,,LEO,SUN-SYNCHRONOUS,0.0,496.0,762.0,0.019,97.6,94.5,1000.0,,,2022-10-12,,Shenzhen Aerospace Dongfanghong Satellite Ltd. (CASC),China,Taiyuan Launch Center,Long March 2C,2022-132A,54035.0,
2022-09-26,Yaogan 36-1-3,Yaogan 36-1-3,NR (12/22),China,Chinese Ministry of National Defense,Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,484.0,497.0,0.000947,35.0,,300.0,,,2022-09-26,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 2D,2022-120E,53947.0,
2022-09-26,Yaogan 36-1-1,Yaogan 36-1-1,NR (12/22),China,Chinese Ministry of National Defense,Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,485.0,498.0,0.000947,35.0,,300.0,,,2022-09-26,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 2D,2022-120A,53943.0,
2022-09-26,Yaogan 36-1-2,Yaogan 36-1-2,NR (12/22),China,Chinese Ministry of National Defense,Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,487.0,498.0,0.000801,35.0,,300.0,,,2022-09-26,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 2D,2022-120D,53946.0,
2022-09-24,"Keyhole 11 (NROL 91, Advanced KH-11, Evolved Improved Crystal 19, USA 338)",USA 338,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,POLAR,0.0,366.0,416.0,0.0037,73.6,92.7,20000.0,,,2022-09-24,5.0,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy,2022-117A,53883.0,Reconnaissance satellite.
2022-09-20,Yunhai 1 3,Yunhai-1 3,NR (12/22),China,Shanghai Academy of Spaceflight Technology,Government,Earth Observation,Earth Science,LEO,SUN-SYNCHRONOUS,0.0,754.0,775.0,0.00147,98.5,100.0,800.0,,,2022-09-20,,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 2D,2022-115A,53877.0,
2022-09-15,StriX-1,StriX-1,NR (12/22),Japan,Synspective,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,558.0,575.0,575.0,97.6,94.6,150.0,,,2022-09-15,,Synspective,Japan,Rocket Lab Launch Complex 1,Electron,2022-113A,53815.0,
2022-09-06,Yaogan 35-5-3,Yaogan 35-5-1,NR (12/22),China,China Academy of Space Technology (CAST),Military,Earth Observation,,LEO,NON-POLAR INCLINED,0.0,491.0,502.0,0.000801,35.0,,300.0,,,2022-09-06,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2D,2022-109A,53760.0,
2022-09-06,Yaogan 35A (Remote Sensing Satellite 35A),Yaogan 35-5-2,NR (12/22),China,China Academy of Space Technology (CAST),Military,Earth Observation,,LEO,NON-POLAR INCLINED,0.0,488.0,500.0,0.000874,35.0,,300.0,,,2022-09-06,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2D,2022-109B,53761.0,
2022-09-06,Yaogan 35B (Remote Sensing Satellite 35B),Yaogan 35-5-3,NR (12/22),China,China Academy of Space Technology (CAST),Military,Earth Observation,,LEO,NON-POLAR INCLINED,0.0,489.0,501.0,0.000874,35.0,,300.0,,,2022-09-06,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2D,2022-109D,53763.0,
2022-09-02,Yaogan 34-02 (Remote Sensing Satellite 34-02),Yaogan Weixing 33-2,NR (12/22),China,Chinese Ministry of National Defense,Military,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,679.0,687.0,0.000567,98.1,97.6,1040.0,,,2022-09-02,,Shanghai Academy of Spaceflight Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C,2022-106A,53698.0,High resolution radar imaging.
2022-08-09,Khayyam,Khayyam,NR (12/22),Iran,Revolutionary Guard Corps,Military,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,491.0,494.0,0.000219,97.4,96.7,650.0,,,2022-08-09,,All-Russian Scientific Research Institute Of Electromechanics (VNIIEM),Russia,Baikonur Cosmodrome,Soyuz,2022-096A,53370.0,Russian-built earth observation satellite for Iran.
